mobile_wt,ram_gb,fc,pc,num_rear_cameras,battery_power,screen_size,launched_year,price_range,brand_Apple,brand_Google,brand_Honor,brand_Huawei,brand_Infinix,brand_Lenovo,brand_Motorola,brand_Nokia,brand_OnePlus,brand_Oppo,brand_POCO,brand_Realme,brand_Samsung,brand_Sony,brand_Tecno,brand_Vivo,brand_Xiaomi
194.0,4.0,12.0,12.0,2,3110.0,6.1,2019,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.0,4.0,12.0,12.0,2,3110.0,6.1,2019,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.0,4.0,12.0,12.0,2,3110.0,6.1,2019,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188.0,4.0,12.0,12.0,3,3046.0,5.8,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188.0,4.0,12.0,12.0,3,3046.0,5.8,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188.0,4.0,12.0,12.0,3,3046.0,5.8,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.0,4.0,12.0,12.0,3,3969.0,6.5,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.0,4.0,12.0,12.0,3,3969.0,6.5,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.0,4.0,12.0,12.0,3,3969.0,6.5,2019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.0,3.0,7.0,12.0,2,2716.0,5.8,2017,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.0,3.0,7.0,12.0,2,2716.0,5.8,2017,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177.0,4.0,7.0,12.0,2,2658.0,5.8,2018,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177.0,4.0,7.0,12.0,2,2658.0,5.8,2018,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177.0,4.0,7.0,12.0,2,2658.0,5.8,2018,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.0,4.0,7.0,12.0,2,3174.0,6.5,2018,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
